"","term","estimate","std.error","statistic","p.value","boot"
"1","tpoly1",-0.000354353314834248,3.66853401030147e-05,-9.65926208777679,6.53641969491414e-22,1
"2","tpoly2",-1.3210119094461e-05,2.29671947363658e-06,-5.75173382996765,9.27964557925047e-09,1
"3","tpoly3",1.10221121051676e-06,1.54648855351676e-07,7.12718634748571,1.14780180726114e-12,1
"4","tpoly4",4.235671678958e-08,5.33038983139512e-09,7.94626999700957,2.28789077919223e-15,1
"5","tpoly1_lag1",-0.000653269664797388,3.70352451787948e-05,-17.639134333892,6.83728021118423e-68,1
"6","tpoly2_lag1",-2.66883164618552e-05,2.28454916896892e-06,-11.6820932656487,3.48108086028239e-31,1
"7","tpoly3_lag1",3.91320998531575e-08,1.49862676352194e-07,0.261119718436048,0.794009361910208,1
"8","tpoly4_lag1",3.78908166674367e-08,5.10421974531154e-09,7.42342974207589,1.30411371968945e-13,1
"9","tpoly1_lag2",-0.000362933854355752,3.57352896927499e-05,-10.1561749597173,4.91398169391539e-24,1
"10","tpoly2_lag2",-1.25197673742763e-05,2.2528727045985e-06,-5.55724579942814,2.86146948925127e-08,1
"11","tpoly3_lag2",4.00838997127739e-07,1.47372720884079e-07,2.7198995494087,0.006549431247803,1
"12","tpoly4_lag2",-6.90750477811557e-10,4.76903347396783e-09,-0.144840769430971,0.884841573359617,1
"13","tpoly1_lag3",-0.000334283420125735,3.80526166606527e-05,-8.78476828825788,2.02881386228521e-18,1
"14","tpoly2_lag3",-1.0498583384299e-05,2.24350591638708e-06,-4.67954343584072,2.9398061958369e-06,1
"15","tpoly3_lag3",6.50803533654186e-07,1.64420752653009e-07,3.95815931476505,7.64230563920245e-05,1
"16","tpoly4_lag3",-1.29327574373707e-08,5.15438218565513e-09,-2.50908003550128,0.0121313779840061,1
"17","tpoly1",-0.000365762264418908,3.55973890262345e-05,-10.274974497409,1.48347251524899e-24,2
"18","tpoly2",-1.49881666925304e-05,2.23473870102025e-06,-6.70689897019623,2.17696044394037e-11,2
"19","tpoly3",1.01429693426281e-06,1.6244132984472e-07,6.24408169541822,4.56606493331402e-10,2
"20","tpoly4",4.57259288082347e-08,5.31392266723646e-09,8.60492929077848,9.71868878379626e-18,2
"21","tpoly1_lag1",-0.000580287172890326,3.58763005510241e-05,-16.1746658372713,1.37250851964726e-57,2
"22","tpoly2_lag1",-2.87681470081466e-05,2.44421447682963e-06,-11.7698946965822,1.276586573104e-31,2
"23","tpoly3_lag1",-3.35190869376112e-07,1.61899087598764e-07,-2.07036910675383,0.0384620335406113,2
"24","tpoly4_lag1",5.12252828922949e-08,5.62564838897332e-09,9.10566735608649,1.15872714280115e-19,2
"25","tpoly1_lag2",-0.000339178872048606,3.45568119660886e-05,-9.81510888161356,1.45285799017538e-22,2
"26","tpoly2_lag2",-1.19806746336911e-05,2.22301540702611e-06,-5.3893799367403,7.34973316720754e-08,2
"27","tpoly3_lag2",5.50892026541164e-07,1.47248755472104e-07,3.74123383776597,0.0001848908048336,2
"28","tpoly4_lag2",-1.03370253896289e-08,4.89911491215915e-09,-2.10997814400584,0.034903044268405,2
"29","tpoly1_lag3",-0.000315701383874277,3.4886489082254e-05,-9.04938823536897,1.92899099565006e-19,2
"30","tpoly2_lag3",-1.17175118788082e-05,2.15895247517433e-06,-5.42740612104584,5.95038715917004e-08,2
"31","tpoly3_lag3",8.1570827115924e-07,1.52154759257389e-07,5.36104342145069,8.59476886299751e-08,2
"32","tpoly4_lag3",-1.70586278864225e-08,4.94951399089707e-09,-3.44652584431442,0.000571882306620472,2
"33","tpoly1",-0.00037890214958055,3.39831758639826e-05,-11.1496980475605,1.37100030228392e-28,3
"34","tpoly2",-1.29192637706885e-05,2.21871934923367e-06,-5.82284720920232,6.08538642715702e-09,3
"35","tpoly3",1.21490932633766e-06,1.35123001328012e-07,8.99113633058269,3.22735572485271e-19,3
"36","tpoly4",3.7119655649009e-08,4.83724278830888e-09,7.67372184392387,1.9383591313834e-14,3
"37","tpoly1_lag1",-0.000611837138107451,3.53397081847678e-05,-17.31302179714,1.44615047735152e-65,3
"38","tpoly2_lag1",-2.81502268140048e-05,2.2834661552835e-06,-12.3278493744567,1.6749990200836e-34,3
"39","tpoly3_lag1",-9.26591525001028e-08,1.55012978150582e-07,-0.597750934183666,0.550028719843783,3
"40","tpoly4_lag1",4.25587470173128e-08,5.24622023402246e-09,8.11226847498958,5.97663770098739e-16,3
"41","tpoly1_lag2",-0.000330087309213814,3.38351403667967e-05,-9.75575409575476,2.55324042948519e-22,3
